"GrupoEdad","Sexo","PorcCasos","CasosAcum","PorcDef","DefAcum","fecha","NA"
"g10-19","Home / Hombre",10.3,6188,0,0,"2020-12-11"
"g20-29","Home / Hombre",13.8,8260,0.1,1,"2020-12-11"
"g30-39","Home / Hombre",14,8395,0.5,7,"2020-12-11"
"g40-49","Home / Hombre",17.2,10303,1.3,19,"2020-12-11"
"g50-59","Home / Hombre",15,8993,4.2,61,"2020-12-11"
"g60-69","Home / Hombre",10.8,6463,13.7,200,"2020-12-11"
"g70-79","Home / Hombre",7.4,4429,30.4,445,"2020-12-11"
"g80-89","Home / Hombre",4.4,2614,37.1,542,"2020-12-11"
"g90 o más","Home / Hombre",1,597,12.8,187,"2020-12-11"
"g0-9","Dona / Mujer",5.7,3762,0,0,"2020-12-10"
"g10-19","Dona / Mujer",9.6,6291,0.1,1,"2020-12-10"
"g20-29","Dona / Mujer",13.7,9006,0.1,1,"2020-12-10"
"g30-39","Dona / Mujer",14.3,9383,0.2,2,"2020-12-10"
"g40-49","Dona / Mujer",17,11142,0.7,8,"2020-12-10"
"g50-59","Dona / Mujer",15,9828,2.1,23,"2020-12-10"
"g60-69","Dona / Mujer",9.7,6374,6,66,"2020-12-10"
"g70-79","Dona / Mujer",6.9,4504,19.3,213,"2020-12-10"
"g80-89","Dona / Mujer",5.7,3738,45.9,507,"2020-12-10"
"g90 o más","Dona / Mujer",2.4,1552,25.7,284,"2020-12-10"
"g0-9","Home / Hombre",6.3,3732,0,0,"2020-12-10"
"g10-19","Home / Hombre",10.3,6106,0,0,"2020-12-10"
"g20-29","Home / Hombre",13.8,8160,0.1,1,"2020-12-10"
"g30-39","Home / Hombre",14,8308,0.5,7,"2020-12-10"
"g40-49","Home / Hombre",17.2,10175,1.3,19,"2020-12-10"
"g50-59","Home / Hombre",15,8883,4.2,61,"2020-12-10"
"g60-69","Home / Hombre",10.8,6390,13.4,194,"2020-12-10"
"g70-79","Home / Hombre",7.4,4380,30.4,440,"2020-12-10"
"g80-89","Home / Hombre",4.3,2577,37.3,539,"2020-12-10"
"g90 o más","Home / Hombre",1,590,12.7,184,"2020-12-10"
"g0-9","Dona / Mujer",5.7,3698,0,0,"2020-12-09"
"g10-19","Dona / Mujer",9.6,6200,0.1,1,"2020-12-09"
"g20-29","Dona / Mujer",13.7,8878,0.1,1,"2020-12-09"
"g30-39","Dona / Mujer",14.3,9248,0.2,2,"2020-12-09"
"g40-49","Dona / Mujer",17,10958,0.7,8,"2020-12-09"
"g50-59","Dona / Mujer",15,9688,2.1,23,"2020-12-09"
"g60-69","Dona / Mujer",9.7,6296,6,66,"2020-12-09"
"g70-79","Dona / Mujer",6.9,4433,19.1,209,"2020-12-09"
"g80-89","Dona / Mujer",5.7,3708,45.9,503,"2020-12-09"
"g90 o más","Dona / Mujer",2.4,1537,25.8,282,"2020-12-09"
"g0-9","Home / Hombre",6.3,3673,0,0,"2020-12-09"
"g10-19","Home / Hombre",10.3,6016,0,0,"2020-12-09"
"g20-29","Home / Hombre",13.8,8061,0.1,1,"2020-12-09"
"g30-39","Home / Hombre",14,8201,0.5,7,"2020-12-09"
"g40-49","Home / Hombre",17.1,10004,1.3,18,"2020-12-09"
"g50-59","Home / Hombre",15,8755,4.3,61,"2020-12-09"
"g60-69","Home / Hombre",10.8,6307,13.5,194,"2020-12-09"
"g70-79","Home / Hombre",7.4,4326,30.6,438,"2020-12-09"
"g80-89","Home / Hombre",4.4,2550,37.1,532,"2020-12-09"
"g90 o más","Home / Hombre",1,583,12.7,182,"2020-12-09"
"g0-9","Dona / Mujer",5.7,3634,0,0,"2020-12-07"
"g10-19","Dona / Mujer",9.6,6110,0.1,1,"2020-12-07"
"g20-29","Dona / Mujer",13.8,8785,0.1,1,"2020-12-07"
"g30-39","Dona / Mujer",14.3,9130,0.2,2,"2020-12-07"
"g40-49","Dona / Mujer",16.9,10824,0.6,7,"2020-12-07"
"g50-59","Dona / Mujer",15,9583,2.1,23,"2020-12-07"
"g60-69","Dona / Mujer",9.7,6219,6.1,66,"2020-12-07"
"g70-79","Dona / Mujer",6.9,4389,18.7,202,"2020-12-07"
"g80-89","Dona / Mujer",5.8,3680,46.2,499,"2020-12-07"
"g90 o más","Dona / Mujer",2.4,1524,25.8,279,"2020-12-07"
"g0-9","Home / Hombre",6.3,3618,0,0,"2020-12-07"
"g10-19","Home / Hombre",10.3,5920,0,0,"2020-12-07"
"g20-29","Home / Hombre",13.8,7962,0.1,1,"2020-12-07"
"g30-39","Home / Hombre",14,8096,0.5,7,"2020-12-07"
"g40-49","Home / Hombre",17.1,9849,1.3,18,"2020-12-07"
"g50-59","Home / Hombre",15,8647,4.3,60,"2020-12-07"
"g60-69","Home / Hombre",10.8,6224,13.5,190,"2020-12-07"
"g70-79","Home / Hombre",7.4,4274,30.7,433,"2020-12-07"
"g80-89","Home / Hombre",4.4,2519,36.9,521,"2020-12-07"
"g90 o más","Home / Hombre",1,576,12.8,181,"2020-12-07"
"g0-9","Dona / Mujer",5.6,3537,0,0,"2020-12-04"
"g10-19","Dona / Mujer",9.5,5988,0.1,1,"2020-12-04"
"g20-29","Dona / Mujer",13.8,8648,0.1,1,"2020-12-04"
"g30-39","Dona / Mujer",14.3,8953,0.2,2,"2020-12-04"
"g40-49","Dona / Mujer",17,10652,0.7,7,"2020-12-04"
"g50-59","Dona / Mujer",15,9425,2,21,"2020-12-04"
"g60-69","Dona / Mujer",9.7,6091,6.1,66,"2020-12-04"
"g70-79","Dona / Mujer",6.9,4322,18.8,202,"2020-12-04"
"g80-89","Dona / Mujer",5.8,3624,46.1,495,"2020-12-04"
"g90 o más","Dona / Mujer",2.4,1499,26,279,"2020-12-04"
"g0-9","Home / Hombre",6.3,3541,0,0,"2020-12-04"
"g10-19","Home / Hombre",10.2,5782,0,0,"2020-12-04"
"g20-29","Home / Hombre",13.8,7822,0.1,1,"2020-12-04"
"g30-39","Home / Hombre",14,7941,0.5,7,"2020-12-04"
"g40-49","Home / Hombre",17.1,9660,1.3,18,"2020-12-04"
"g50-59","Home / Hombre",15,8515,4.3,60,"2020-12-04"
"g60-69","Home / Hombre",10.8,6116,13.5,189,"2020-12-04"
"g70-79","Home / Hombre",7.4,4203,30.6,429,"2020-12-04"
"g80-89","Home / Hombre",4.4,2486,37,519,"2020-12-04"
"g90 o más","Home / Hombre",1,568,12.8,180,"2020-12-04"
"g0-9","Dona / Mujer",5.6,3483,0,0,"2020-12-03"
"g10-19","Dona / Mujer",9.5,5907,0.1,1,"2020-12-03"
"g20-29","Dona / Mujer",13.8,8555,0.1,1,"2020-12-03"
"g30-39","Dona / Mujer",14.3,8836,0.2,2,"2020-12-03"
"g40-49","Dona / Mujer",17,10527,0.7,7,"2020-12-03"
"g50-59","Dona / Mujer",15,9324,1.9,20,"2020-12-03"
"g60-69","Dona / Mujer",9.7,6018,6.2,66,"2020-12-03"
"g70-79","Dona / Mujer",6.9,4272,19,202,"2020-12-03"
"g80-89","Dona / Mujer",5.8,3570,45.8,487,"2020-12-03"
"g90 o más","Dona / Mujer",2.4,1477,26.1,277,"2020-12-03"
"g0-9","Home / Hombre",6.2,3481,0,0,"2020-12-03"
"g10-19","Home / Hombre",10.2,5701,0,0,"2020-12-03"
"g20-29","Home / Hombre",13.8,7719,0.1,1,"2020-12-03"
"g30-39","Home / Hombre",14.1,7866,0.5,7,"2020-12-03"
"g40-49","Home / Hombre",17.1,9553,1.2,17,"2020-12-03"
"g50-59","Home / Hombre",15.1,8423,4.3,59,"2020-12-03"
"g60-69","Home / Hombre",10.8,6037,13.6,188,"2020-12-03"
"g70-79","Home / Hombre",7.4,4161,30.8,426,"2020-12-03"
"g80-89","Home / Hombre",4.4,2459,36.8,510,"2020-12-03"
"g90 o más","Home / Hombre",1,562,12.8,177,"2020-12-03"
"g0-9","Dona / Mujer",5.6,3380,0,0,"2020-12-01"
"g10-19","Dona / Mujer",9.5,5750,0.1,1,"2020-12-01"
"g20-29","Dona / Mujer",13.9,8351,0.1,1,"2020-12-01"
"g30-39","Dona / Mujer",14.3,8591,0.2,2,"2020-12-01"
"g40-49","Dona / Mujer",17,10228,0.7,7,"2020-12-01"
"g50-59","Dona / Mujer",15,9049,1.8,19,"2020-12-01"
"g60-69","Dona / Mujer",9.7,5838,6.2,65,"2020-12-01"
"g70-79","Dona / Mujer",6.9,4166,18.9,198,"2020-12-01"
"g80-89","Dona / Mujer",5.8,3481,45.7,479,"2020-12-01"
"g90 o más","Dona / Mujer",2.4,1450,26.3,275,"2020-12-01"
"g0-9","Home / Hombre",6.2,3365,0,0,"2020-12-01"
"g10-19","Home / Hombre",10.2,5521,0,0,"2020-12-01"
"g20-29","Home / Hombre",13.9,7536,0.1,1,"2020-12-01"
"g30-39","Home / Hombre",14.1,7655,0.5,7,"2020-12-01"
"g40-49","Home / Hombre",17,9270,1.3,17,"2020-12-01"
"g50-59","Home / Hombre",15,8166,4.2,57,"2020-12-01"
"g60-69","Home / Hombre",10.8,5861,13.6,185,"2020-12-01"
"g70-79","Home / Hombre",7.5,4058,30.5,415,"2020-12-01"
"g80-89","Home / Hombre",4.4,2414,37,503,"2020-12-01"
"g90 o más","Home / Hombre",1,540,12.8,174,"2020-12-01"
"g0-9","Dona / Mujer",5.6,3309,0,0,"2020-11-30"
"g10-19","Dona / Mujer",9.5,5636,0.1,1,"2020-11-30"
"g20-29","Dona / Mujer",13.9,8214,0.1,1,"2020-11-30"
"g30-39","Dona / Mujer",14.3,8451,0.2,2,"2020-11-30"
"g40-49","Dona / Mujer",16.9,10023,0.7,7,"2020-11-30"
"g50-59","Dona / Mujer",15,8899,1.9,19,"2020-11-30"
"g60-69","Dona / Mujer",9.7,5739,6.3,65,"2020-11-30"
"g70-79","Dona / Mujer",6.9,4093,19,195,"2020-11-30"
"g80-89","Dona / Mujer",5.8,3434,45.6,468,"2020-11-30"
"g90 o más","Dona / Mujer",2.4,1423,26.2,269,"2020-11-30"
"g0-9","Home / Hombre",6.2,3302,0,0,"2020-11-30"
"g10-19","Home / Hombre",10.1,5405,0,0,"2020-11-30"
"g20-29","Home / Hombre",13.9,7408,0.1,1,"2020-11-30"
"g30-39","Home / Hombre",14.1,7530,0.5,7,"2020-11-30"
"g40-49","Home / Hombre",17,9107,1.3,17,"2020-11-30"
"g50-59","Home / Hombre",15,8014,4.2,56,"2020-11-30"
"g60-69","Home / Hombre",10.7,5739,13.6,181,"2020-11-30"
"g70-79","Home / Hombre",7.5,3999,30.5,407,"2020-11-30"
"g80-89","Home / Hombre",4.5,2377,37,493,"2020-11-30"
"g90 o más","Home / Hombre",1,534,12.9,172,"2020-11-30"
"g0-9","Dona / Mujer",5.6,3294,0,0,"2020-11-28"
"g10-19","Dona / Mujer",9.5,5608,0.1,1,"2020-11-28"
"g20-29","Dona / Mujer",13.9,8190,0.1,1,"2020-11-28"
"g30-39","Dona / Mujer",14.3,8421,0.2,2,"2020-11-28"
"g40-49","Dona / Mujer",16.9,9993,0.7,7,"2020-11-28"
"g50-59","Dona / Mujer",15,8867,1.9,19,"2020-11-28"
"g60-69","Dona / Mujer",9.7,5719,6.3,64,"2020-11-28"
"g70-79","Dona / Mujer",6.9,4085,18.9,193,"2020-11-28"
"g80-89","Dona / Mujer",5.8,3417,45.8,468,"2020-11-28"
"g90 o más","Dona / Mujer",2.4,1418,26.1,266,"2020-11-28"
"g0-9","Home / Hombre",6.2,3286,0,0,"2020-11-28"
"g10-19","Home / Hombre",10.1,5389,0,0,"2020-11-28"
"g20-29","Home / Hombre",13.9,7391,0.1,1,"2020-11-28"
"g30-39","Home / Hombre",14.1,7511,0.5,7,"2020-11-28"
"g40-49","Home / Hombre",17.1,9086,1.3,17,"2020-11-28"
"g50-59","Home / Hombre",15,7987,4.2,56,"2020-11-28"
"g60-69","Home / Hombre",10.7,5716,13.3,176,"2020-11-28"
"g70-79","Home / Hombre",7.5,3988,30.5,403,"2020-11-28"
"g80-89","Home / Hombre",4.4,2368,37.1,490,"2020-11-28"
"g90 o más","Home / Hombre",1,530,12.9,170,"2020-11-28"
"g0-9","Dona / Mujer",5.6,3158,0,0,"2020-11-25"
"g10-19","Dona / Mujer",9.5,5388,0.1,1,"2020-11-25"
"g20-29","Dona / Mujer",13.9,7904,0.1,1,"2020-11-25"
"g30-39","Dona / Mujer",14.3,8115,0.2,2,"2020-11-25"
"g40-49","Dona / Mujer",16.9,9587,0.7,7,"2020-11-25"
"g50-59","Dona / Mujer",15,8546,1.9,19,"2020-11-25"
"g60-69","Dona / Mujer",9.7,5510,6.4,64,"2020-11-25"
"g70-79","Dona / Mujer",7,3954,19,190,"2020-11-25"
"g80-89","Dona / Mujer",5.8,3324,46.2,463,"2020-11-25"
"g90 o más","Dona / Mujer",2.4,1385,25.4,256,"2020-11-25"
"g0-9","Home / Hombre",6.1,3139,0,0,"2020-11-25"
"g10-19","Home / Hombre",10,5138,0,0,"2020-11-25"
"g20-29","Home / Hombre",13.9,7136,0.1,1,"2020-11-25"
"g30-39","Home / Hombre",14.2,7261,0.5,7,"2020-11-25"
"g40-49","Home / Hombre",17,8704,1.3,17,"2020-11-25"
"g50-59","Home / Hombre",15,7685,4.3,55,"2020-11-25"
"g60-69","Home / Hombre",10.7,5502,13.4,173,"2020-11-25"
"g70-79","Home / Hombre",7.5,3860,30.8,396,"2020-11-25"
"g80-89","Home / Hombre",4.5,2291,36.9,475,"2020-11-25"
"g90 o más","Home / Hombre",1,519,12.7,163,"2020-11-25"
"g0-9","Dona / Mujer",5.5,3110,0,0,"2020-11-24"
"g10-19","Dona / Mujer",9.4,5293,0.1,1,"2020-11-24"
"g20-29","Dona / Mujer",13.9,7812,0.1,1,"2020-11-24"
"g30-39","Dona / Mujer",14.3,8032,0.2,2,"2020-11-24"
"g40-49","Dona / Mujer",16.8,9447,0.7,7,"2020-11-24"
"g50-59","Dona / Mujer",15,8414,1.9,19,"2020-11-24"
"g60-69","Dona / Mujer",9.7,5432,6.3,62,"2020-11-24"
"g70-79","Dona / Mujer",7,3901,18.9,187,"2020-11-24"
"g80-89","Dona / Mujer",5.9,3282,46.2,457,"2020-11-24"
"g90 o más","Dona / Mujer",2.4,1367,25.7,254,"2020-11-24"
"g0-9","Home / Hombre",6.1,3085,0,0,"2020-11-24"
"g10-19","Home / Hombre",10,5074,0,0,"2020-11-24"
"g20-29","Home / Hombre",13.9,7049,0.1,1,"2020-11-24"
"g30-39","Home / Hombre",14.2,7162,0.5,7,"2020-11-24"
"g40-49","Home / Hombre",17,8596,1.3,17,"2020-11-24"
"g50-59","Home / Hombre",15,7595,4.2,54,"2020-11-24"
"g60-69","Home / Hombre",10.7,5433,13.5,172,"2020-11-24"
"g70-79","Home / Hombre",7.5,3810,30.5,389,"2020-11-24"
"g80-89","Home / Hombre",4.5,2265,37,472,"2020-11-24"
"g90 o más","Home / Hombre",1,512,12.8,163,"2020-11-24"
"g0-9","Dona / Mujer",5.5,3035,0,0,"2020-11-23"
"g10-19","Dona / Mujer",9.4,5149,0.1,1,"2020-11-23"
"g20-29","Dona / Mujer",13.9,7661,0.1,1,"2020-11-23"
"g30-39","Dona / Mujer",14.3,7879,0.2,2,"2020-11-23"
"g40-49","Dona / Mujer",16.9,9268,0.7,7,"2020-11-23"
"g50-59","Dona / Mujer",15,8228,1.9,19,"2020-11-23"
"g60-69","Dona / Mujer",9.7,5329,6.2,61,"2020-11-23"
"g70-79","Dona / Mujer",7,3829,18.9,185,"2020-11-23"
"g80-89","Dona / Mujer",5.9,3221,46.1,451,"2020-11-23"
"g90 o más","Dona / Mujer",2.5,1349,25.7,252,"2020-11-23"
"g0-9","Home / Hombre",6.1,3000,0,0,"2020-11-23"
"g10-19","Home / Hombre",10,4957,0,0,"2020-11-23"
"g20-29","Home / Hombre",14,6927,0.1,1,"2020-11-23"
"g30-39","Home / Hombre",14.2,7008,0.6,7,"2020-11-23"
"g40-49","Home / Hombre",17,8409,1.3,17,"2020-11-23"
"g50-59","Home / Hombre",15,7420,4.3,54,"2020-11-23"
"g60-69","Home / Hombre",10.7,5309,13.6,172,"2020-11-23"
"g70-79","Home / Hombre",7.6,3743,30.7,389,"2020-11-23"
"g80-89","Home / Hombre",4.5,2217,37,469,"2020-11-23"
"g90 o más","Home / Hombre",1,500,12.5,159,"2020-11-23"
"g0-9","Dona / Mujer",5.5,3010,0,0,"2020-11-21"
"g10-19","Dona / Mujer",9.3,5094,0.1,1,"2020-11-21"
"g20-29","Dona / Mujer",14,7616,0.1,1,"2020-11-21"
"g30-39","Dona / Mujer",14.3,7820,0.2,2,"2020-11-21"
"g40-49","Dona / Mujer",16.8,9186,0.7,7,"2020-11-21"
"g50-59","Dona / Mujer",15,8168,1.9,18,"2020-11-21"
"g60-69","Dona / Mujer",9.7,5299,6.4,61,"2020-11-21"
"g70-79","Dona / Mujer",7,3807,19,181,"2020-11-21"
"g80-89","Dona / Mujer",5.9,3209,46,438,"2020-11-21"
"g90 o más","Dona / Mujer",2.5,1348,25.5,243,"2020-11-21"
"g0-9","Home / Hombre",6.1,2979,0,0,"2020-11-21"
"g10-19","Home / Hombre",10,4922,0,0,"2020-11-21"
"g20-29","Home / Hombre",14,6890,0.1,1,"2020-11-21"
"g30-39","Home / Hombre",14.2,6976,0.6,7,"2020-11-21"
"g40-49","Home / Hombre",17,8337,1.4,17,"2020-11-21"
"g50-59","Home / Hombre",15,7370,4.3,54,"2020-11-21"
"g60-69","Home / Hombre",10.7,5284,13.4,166,"2020-11-21"
"g70-79","Home / Hombre",7.6,3723,30.8,383,"2020-11-21"
"g80-89","Home / Hombre",4.5,2206,36.9,458,"2020-11-21"
"g90 o más","Home / Hombre",1,498,12.6,156,"2020-11-21"
"g0-9","Dona / Mujer",5.5,2932,0,0,"2020-11-20"
"g10-19","Dona / Mujer",9.3,4984,0.1,1,"2020-11-20"
"g20-29","Dona / Mujer",14,7506,0.1,1,"2020-11-20"
"g30-39","Dona / Mujer",14.4,7698,0.2,2,"2020-11-20"
"g40-49","Dona / Mujer",16.8,9031,0.7,7,"2020-11-20"
"g50-59","Dona / Mujer",15,8016,1.9,18,"2020-11-20"
"g60-69","Dona / Mujer",9.7,5224,6.4,61,"2020-11-20"
"g70-79","Dona / Mujer",7,3736,19,181,"2020-11-20"
"g80-89","Dona / Mujer",5.9,3163,46,438,"2020-11-20"
"g90 o más","Dona / Mujer",2.5,1327,25.5,243,"2020-11-20"
"g0-9","Home / Hombre",6.1,2932,0,0,"2020-11-20"
"g10-19","Home / Hombre",10,4819,0,0,"2020-11-20"
"g20-29","Home / Hombre",14,6787,0.1,1,"2020-11-20"
"g30-39","Home / Hombre",14.2,6868,0.6,7,"2020-11-20"
"g40-49","Home / Hombre",16.9,8192,1.4,17,"2020-11-20"
"g50-59","Home / Hombre",15,7252,4.3,54,"2020-11-20"
"g60-69","Home / Hombre",10.7,5188,13.4,166,"2020-11-20"
"g70-79","Home / Hombre",7.6,3665,30.8,383,"2020-11-20"
"g80-89","Home / Hombre",4.5,2179,36.9,458,"2020-11-20"
"g90 o más","Home / Hombre",1,491,12.6,156,"2020-11-20"
"g0-9","Dona / Mujer",5.5,2871,0,0,"2020-11-19"
"g10-19","Dona / Mujer",9.3,4888,0.1,1,"2020-11-19"
"g20-29","Dona / Mujer",14.1,7393,0.1,1,"2020-11-19"
"g30-39","Dona / Mujer",14.4,7558,0.2,2,"2020-11-19"
"g40-49","Dona / Mujer",16.8,8848,0.7,7,"2020-11-19"
"g50-59","Dona / Mujer",14.9,7841,1.8,17,"2020-11-19"
"g60-69","Dona / Mujer",9.7,5127,6.5,61,"2020-11-19"
"g70-79","Dona / Mujer",6.9,3649,19,178,"2020-11-19"
"g80-89","Dona / Mujer",5.9,3121,46.1,432,"2020-11-19"
"g90 o más","Dona / Mujer",2.5,1311,25.5,239,"2020-11-19"
"g0-9","Home / Hombre",6.1,2871,0,0,"2020-11-19"
"g10-19","Home / Hombre",9.9,4707,0,0,"2020-11-19"
"g20-29","Home / Hombre",14,6647,0.1,1,"2020-11-19"
"g30-39","Home / Hombre",14.2,6745,0.5,6,"2020-11-19"
"g40-49","Home / Hombre",16.9,8031,1.4,17,"2020-11-19"
"g50-59","Home / Hombre",15,7106,4.3,53,"2020-11-19"
"g60-69","Home / Hombre",10.7,5079,13.4,164,"2020-11-19"
"g70-79","Home / Hombre",7.6,3595,31.1,381,"2020-11-19"
"g80-89","Home / Hombre",4.5,2155,36.8,451,"2020-11-19"
"g90 o más","Home / Hombre",1,486,12.6,154,"2020-11-19"
"g0-9","Dona / Mujer",5.4,2799,0,0,"2020-11-18"
"g10-19","Dona / Mujer",9.3,4776,0.1,1,"2020-11-18"
"g20-29","Dona / Mujer",14.1,7257,0.1,1,"2020-11-18"
"g30-39","Dona / Mujer",14.3,7379,0.2,2,"2020-11-18"
"g40-49","Dona / Mujer",16.8,8645,0.8,7,"2020-11-18"
"g50-59","Dona / Mujer",14.9,7656,1.8,17,"2020-11-18"
"g60-69","Dona / Mujer",9.8,5019,6.5,60,"2020-11-18"
"g70-79","Dona / Mujer",7,3587,19.1,177,"2020-11-18"
"g80-89","Dona / Mujer",6,3064,45.7,423,"2020-11-18"
"g90 o más","Dona / Mujer",2.5,1279,25.6,237,"2020-11-18"
"g0-9","Home / Hombre",6.1,2814,0,0,"2020-11-18"
"g10-19","Home / Hombre",9.9,4583,0,0,"2020-11-18"
"g20-29","Home / Hombre",14,6502,0.1,1,"2020-11-18"
"g30-39","Home / Hombre",14.2,6598,0.5,6,"2020-11-18"
"g40-49","Home / Hombre",16.9,7841,1.4,17,"2020-11-18"
"g50-59","Home / Hombre",14.9,6905,4.2,51,"2020-11-18"
"g60-69","Home / Hombre",10.7,4973,13.4,162,"2020-11-18"
"g70-79","Home / Hombre",7.6,3521,31,376,"2020-11-18"
"g80-89","Home / Hombre",4.6,2119,36.7,445,"2020-11-18"
"g90 o más","Home / Hombre",1,476,12.6,153,"2020-11-18"
"g0-9","Dona / Mujer",5.4,2730,0,0,"2020-11-17"
"g10-19","Dona / Mujer",9.3,4683,0.1,1,"2020-11-17"
"g20-29","Dona / Mujer",14.1,7123,0.1,1,"2020-11-17"
"g30-39","Dona / Mujer",14.4,7247,0.2,2,"2020-11-17"
"g40-49","Dona / Mujer",16.7,8426,0.7,6,"2020-11-17"
"g50-59","Dona / Mujer",14.9,7492,1.9,17,"2020-11-17"
"g60-69","Dona / Mujer",9.7,4901,6.6,60,"2020-11-17"
"g70-79","Dona / Mujer",7,3517,19.2,174,"2020-11-17"
"g80-89","Dona / Mujer",6,3023,45.6,414,"2020-11-17"
"g90 o más","Dona / Mujer",2.5,1267,25.7,233,"2020-11-17"
"g0-9","Home / Hombre",6.1,2774,0,0,"2020-11-17"
"g10-19","Home / Hombre",9.9,4482,0,0,"2020-11-17"
"g20-29","Home / Hombre",14.1,6392,0.1,1,"2020-11-17"
"g30-39","Home / Hombre",14.3,6480,0.5,6,"2020-11-17"
"g40-49","Home / Hombre",16.9,7685,1.3,16,"2020-11-17"
"g50-59","Home / Hombre",14.9,6754,4.2,50,"2020-11-17"
"g60-69","Home / Hombre",10.7,4873,13.4,161,"2020-11-17"
"g70-79","Home / Hombre",7.6,3459,30.9,371,"2020-11-17"
"g80-89","Home / Hombre",4.6,2089,36.9,443,"2020-11-17"
"g90 o más","Home / Hombre",1,470,12.6,151,"2020-11-17"
"g0-9","Dona / Mujer",5.4,2669,0,0,"2020-11-16"
"g10-19","Dona / Mujer",9.3,4585,0.1,1,"2020-11-16"
"g20-29","Dona / Mujer",14.2,6994,0.1,1,"2020-11-16"
"g30-39","Dona / Mujer",14.4,7097,0.2,2,"2020-11-16"
"g40-49","Dona / Mujer",16.7,8233,0.7,6,"2020-11-16"
"g50-59","Dona / Mujer",14.9,7340,1.9,17,"2020-11-16"
"g60-69","Dona / Mujer",9.8,4816,6.6,59,"2020-11-16"
"g70-79","Dona / Mujer",7,3445,19.3,172,"2020-11-16"
"g80-89","Dona / Mujer",6,2963,45.3,404,"2020-11-16"
"g90 o más","Dona / Mujer",2.5,1236,25.7,229,"2020-11-16"
"g0-9","Home / Hombre",6.1,2698,0,0,"2020-11-16"
"g10-19","Home / Hombre",9.8,4361,0,0,"2020-11-16"
"g20-29","Home / Hombre",14.1,6294,0.1,1,"2020-11-16"
"g30-39","Home / Hombre",14.3,6385,0.5,6,"2020-11-16"
"g40-49","Home / Hombre",16.9,7533,1.4,16,"2020-11-16"
"g50-59","Home / Hombre",14.9,6648,4.1,48,"2020-11-16"
"g60-69","Home / Hombre",10.7,4774,13.6,160,"2020-11-16"
"g70-79","Home / Hombre",7.6,3381,31.2,366,"2020-11-16"
"g80-89","Home / Hombre",4.6,2054,36.7,431,"2020-11-16"
"g90 o más","Home / Hombre",1,465,12.4,146,"2020-11-16"
"g0-9","Dona / Mujer",5.4,2650,0,0,"2020-11-14"
"g10-19","Dona / Mujer",9.3,4547,0.1,1,"2020-11-14"
"g20-29","Dona / Mujer",14.2,6970,0.1,1,"2020-11-14"
"g30-39","Dona / Mujer",14.4,7059,0.2,2,"2020-11-14"
"g40-49","Dona / Mujer",16.7,8187,0.7,6,"2020-11-14"
"g50-59","Dona / Mujer",14.9,7307,1.9,17,"2020-11-14"
"g60-69","Dona / Mujer",9.7,4777,6.7,59,"2020-11-14"
"g70-79","Dona / Mujer",7,3423,19.1,168,"2020-11-14"
"g80-89","Dona / Mujer",6,2941,45.3,399,"2020-11-14"
"g90 o más","Dona / Mujer",2.5,1227,25.8,227,"2020-11-14"
"g0-9","Home / Hombre",6,2670,0,0,"2020-11-14"
"g10-19","Home / Hombre",9.8,4328,0,0,"2020-11-14"
"g20-29","Home / Hombre",14.1,6270,0.1,1,"2020-11-14"
"g30-39","Home / Hombre",14.3,6357,0.5,6,"2020-11-14"
"g40-49","Home / Hombre",16.9,7496,1.3,15,"2020-11-14"
"g50-59","Home / Hombre",14.9,6611,4.1,48,"2020-11-14"
"g60-69","Home / Hombre",10.7,4742,13.7,158,"2020-11-14"
"g70-79","Home / Hombre",7.6,3358,31,359,"2020-11-14"
"g80-89","Home / Hombre",4.6,2042,36.8,426,"2020-11-14"
"g90 o más","Home / Hombre",1,463,12.4,144,"2020-11-14"
"g0-9","Dona / Mujer",5.4,2587,0,0,"2020-11-13"
"g10-19","Dona / Mujer",9.3,4462,0.1,1,"2020-11-13"
"g20-29","Dona / Mujer",14.2,6859,0.1,1,"2020-11-13"
"g30-39","Dona / Mujer",14.4,6945,0.2,2,"2020-11-13"
"g40-49","Dona / Mujer",16.7,8031,0.7,6,"2020-11-13"
"g50-59","Dona / Mujer",14.9,7169,1.9,17,"2020-11-13"
"g60-69","Dona / Mujer",9.8,4705,6.7,59,"2020-11-13"
"g70-79","Dona / Mujer",7,3362,19.1,168,"2020-11-13"
"g80-89","Dona / Mujer",6,2880,45.3,399,"2020-11-13"
"g90 o más","Dona / Mujer",2.5,1191,25.8,227,"2020-11-13"
"g0-9","Home / Hombre",6,2623,0,0,"2020-11-13"
"g10-19","Home / Hombre",9.7,4234,0,0,"2020-11-13"
"g20-29","Home / Hombre",14.2,6181,0.1,1,"2020-11-13"
"g30-39","Home / Hombre",14.4,6262,0.5,6,"2020-11-13"
"g40-49","Home / Hombre",16.9,7347,1.3,15,"2020-11-13"
"g50-59","Home / Hombre",14.9,6502,4.1,48,"2020-11-13"
"g60-69","Home / Hombre",10.7,4667,13.7,158,"2020-11-13"
"g70-79","Home / Hombre",7.5,3281,31,359,"2020-11-13"
"g80-89","Home / Hombre",4.6,1998,36.8,426,"2020-11-13"
"g90 o más","Home / Hombre",1,453,12.4,144,"2020-11-13"
"g0-9","Dona / Mujer",5.4,2529,0,0,"2020-11-12"
"g10-19","Dona / Mujer",9.2,4338,0.1,1,"2020-11-12"
