"GrupoEdad","Sexo","PorcCasos","CasosAcum","PorcDef","DefAcum","fecha","NA"
"g20-29","Dona / Mujer",14.3,6694,0.1,1,"2020-11-12"
"g30-39","Dona / Mujer",14.5,6790,0.2,2,"2020-11-12"
"g40-49","Dona / Mujer",16.7,7824,0.7,6,"2020-11-12"
"g50-59","Dona / Mujer",14.8,6948,1.8,16,"2020-11-12"
"g60-69","Dona / Mujer",9.7,4569,6.8,59,"2020-11-12"
"g70-79","Dona / Mujer",7,3270,19.2,167,"2020-11-12"
"g80-89","Dona / Mujer",6,2825,45.3,394,"2020-11-12"
"g90 o más","Dona / Mujer",2.5,1175,25.7,223,"2020-11-12"
"g0-9","Home / Hombre",6,2540,0,0,"2020-11-12"
"g10-19","Home / Hombre",9.7,4112,0,0,"2020-11-12"
"g20-29","Home / Hombre",14.2,6033,0.1,1,"2020-11-12"
"g30-39","Home / Hombre",14.4,6113,0.5,6,"2020-11-12"
"g40-49","Home / Hombre",16.9,7179,1.2,14,"2020-11-12"
"g50-59","Home / Hombre",14.9,6313,4.2,48,"2020-11-12"
"g60-69","Home / Hombre",10.7,4534,13.8,157,"2020-11-12"
"g70-79","Home / Hombre",7.6,3205,30.9,351,"2020-11-12"
"g80-89","Home / Hombre",4.6,1958,36.8,418,"2020-11-12"
"g90 o más","Home / Hombre",1.1,448,12.5,142,"2020-11-12"
"g0-9","Dona / Mujer",5.4,2350,0,0,"2020-11-09"
"g10-19","Dona / Mujer",9,3947,0.1,1,"2020-11-09"
"g20-29","Dona / Mujer",14.3,6242,0.1,1,"2020-11-09"
"g30-39","Dona / Mujer",14.5,6312,0.2,2,"2020-11-09"
"g40-49","Dona / Mujer",16.6,7231,0.6,5,"2020-11-09"
"g50-59","Dona / Mujer",14.8,6445,1.9,16,"2020-11-09"
"g60-69","Dona / Mujer",9.7,4245,6.9,58,"2020-11-09"
"g70-79","Dona / Mujer",6.9,3031,19.3,161,"2020-11-09"
"g80-89","Dona / Mujer",6.2,2686,45.3,378,"2020-11-09"
"g90 o más","Dona / Mujer",2.6,1125,25.5,213,"2020-11-09"
"g0-9","Home / Hombre",5.9,2329,0,0,"2020-11-09"
"g10-19","Home / Hombre",9.5,3742,0,0,"2020-11-09"
"g20-29","Home / Hombre",14.3,5632,0.1,1,"2020-11-09"
"g30-39","Home / Hombre",14.5,5683,0.5,6,"2020-11-09"
"g40-49","Home / Hombre",16.9,6625,1.3,14,"2020-11-09"
"g50-59","Home / Hombre",14.7,5779,4.4,48,"2020-11-09"
"g60-69","Home / Hombre",10.7,4210,13.7,150,"2020-11-09"
"g70-79","Home / Hombre",7.7,3005,30.9,339,"2020-11-09"
"g80-89","Home / Hombre",4.7,1829,36.9,405,"2020-11-09"
"g90 o más","Home / Hombre",1.1,427,12.3,135,"2020-11-09"
"g0-9","Dona / Mujer",5.3,2312,0,0,"2020-11-07"
"g10-19","Dona / Mujer",9,3893,0.1,1,"2020-11-07"
"g20-29","Dona / Mujer",14.3,6202,0.1,1,"2020-11-07"
"g30-39","Dona / Mujer",14.5,6270,0.2,2,"2020-11-07"
"g40-49","Dona / Mujer",16.6,7170,0.6,5,"2020-11-07"
"g50-59","Dona / Mujer",14.8,6392,1.9,16,"2020-11-07"
"g60-69","Dona / Mujer",9.7,4206,6.9,57,"2020-11-07"
"g70-79","Dona / Mujer",7,3011,19.3,160,"2020-11-07"
"g80-89","Dona / Mujer",6.2,2670,45,372,"2020-11-07"
"g90 o más","Dona / Mujer",2.6,1119,25.8,213,"2020-11-07"
"g0-9","Home / Hombre",5.9,2292,0,0,"2020-11-07"
"g10-19","Home / Hombre",9.4,3669,0,0,"2020-11-07"
"g20-29","Home / Hombre",14.4,5591,0.1,1,"2020-11-07"
"g30-39","Home / Hombre",14.5,5644,0.6,6,"2020-11-07"
"g40-49","Home / Hombre",16.9,6570,1.3,14,"2020-11-07"
"g50-59","Home / Hombre",14.7,5725,4.4,48,"2020-11-07"
"g60-69","Home / Hombre",10.7,4161,13.9,150,"2020-11-07"
"g70-79","Home / Hombre",7.7,2986,30.7,332,"2020-11-07"
"g80-89","Home / Hombre",4.7,1818,36.8,397,"2020-11-07"
"g90 o más","Home / Hombre",1.1,422,12.2,132,"2020-11-07"
"g0-9","Dona / Mujer",5.3,2218,0,0,"2020-11-06"
"g10-19","Dona / Mujer",9,3763,0.1,1,"2020-11-06"
"g20-29","Dona / Mujer",14.4,6049,0.1,1,"2020-11-06"
"g30-39","Dona / Mujer",14.6,6120,0.2,2,"2020-11-06"
"g40-49","Dona / Mujer",16.5,6945,0.6,5,"2020-11-06"
"g50-59","Dona / Mujer",14.8,6216,1.9,16,"2020-11-06"
"g60-69","Dona / Mujer",9.8,4099,6.9,57,"2020-11-06"
"g70-79","Dona / Mujer",7,2931,19.3,160,"2020-11-06"
"g80-89","Dona / Mujer",6.1,2562,45,372,"2020-11-06"
"g90 o más","Dona / Mujer",2.6,1083,25.8,213,"2020-11-06"
"g0-9","Home / Hombre",5.8,2209,0,0,"2020-11-06"
"g10-19","Home / Hombre",9.3,3535,0,0,"2020-11-06"
"g20-29","Home / Hombre",14.4,5459,0.1,1,"2020-11-06"
"g30-39","Home / Hombre",14.6,5512,0.6,6,"2020-11-06"
"g40-49","Home / Hombre",16.8,6368,1.3,14,"2020-11-06"
"g50-59","Home / Hombre",14.8,5587,4.4,48,"2020-11-06"
"g60-69","Home / Hombre",10.7,4046,13.9,150,"2020-11-06"
"g70-79","Home / Hombre",7.7,2922,30.7,332,"2020-11-06"
"g80-89","Home / Hombre",4.7,1776,36.8,397,"2020-11-06"
"g90 o más","Home / Hombre",1.1,412,12.2,132,"2020-11-06"
"g0-9","Dona / Mujer",5.3,2180,0,0,"2020-11-05"
"g10-19","Dona / Mujer",8.9,3690,0.1,1,"2020-11-05"
"g20-29","Dona / Mujer",14.5,5986,0.1,1,"2020-11-05"
"g30-39","Dona / Mujer",14.6,6036,0.2,2,"2020-11-05"
"g40-49","Dona / Mujer",16.5,6846,0.6,5,"2020-11-05"
"g50-59","Dona / Mujer",14.8,6133,1.9,16,"2020-11-05"
"g60-69","Dona / Mujer",9.7,4027,6.8,56,"2020-11-05"
"g70-79","Dona / Mujer",7,2889,19.4,159,"2020-11-05"
"g80-89","Dona / Mujer",6.1,2537,44.9,369,"2020-11-05"
"g90 o más","Dona / Mujer",2.6,1078,25.8,212,"2020-11-05"
"g0-9","Home / Hombre",5.8,2167,0,0,"2020-11-05"
"g10-19","Home / Hombre",9.3,3479,0,0,"2020-11-05"
"g20-29","Home / Hombre",14.5,5404,0.1,1,"2020-11-05"
"g30-39","Home / Hombre",14.6,5437,0.6,6,"2020-11-05"
"g40-49","Home / Hombre",16.8,6272,1.3,14,"2020-11-05"
"g50-59","Home / Hombre",14.7,5497,4.4,47,"2020-11-05"
"g60-69","Home / Hombre",10.7,3990,13.8,148,"2020-11-05"
"g70-79","Home / Hombre",7.7,2891,30.8,331,"2020-11-05"
"g80-89","Home / Hombre",4.7,1763,36.8,395,"2020-11-05"
"g90 o más","Home / Hombre",1.1,408,12.2,131,"2020-11-05"
"g0-9","Dona / Mujer",5.2,2067,0,0,"2020-11-03"
"g10-19","Dona / Mujer",8.8,3491,0.1,1,"2020-11-03"
"g20-29","Dona / Mujer",14.5,5760,0.1,1,"2020-11-03"
"g30-39","Dona / Mujer",14.6,5828,0.2,2,"2020-11-03"
"g40-49","Dona / Mujer",16.5,6582,0.6,5,"2020-11-03"
"g50-59","Dona / Mujer",14.9,5920,2,16,"2020-11-03"
"g60-69","Dona / Mujer",9.7,3875,6.6,53,"2020-11-03"
"g70-79","Dona / Mujer",7,2785,19.3,156,"2020-11-03"
"g80-89","Dona / Mujer",6.2,2460,45.1,365,"2020-11-03"
"g90 o más","Dona / Mujer",2.7,1056,26,210,"2020-11-03"
"g0-9","Home / Hombre",5.7,2057,0,0,"2020-11-03"
"g10-19","Home / Hombre",9.2,3296,0,0,"2020-11-03"
"g20-29","Home / Hombre",14.5,5203,0.1,1,"2020-11-03"
"g30-39","Home / Hombre",14.6,5240,0.6,6,"2020-11-03"
"g40-49","Home / Hombre",16.8,6018,1.3,14,"2020-11-03"
"g50-59","Home / Hombre",14.7,5276,4.4,46,"2020-11-03"
"g60-69","Home / Hombre",10.7,3825,13.6,143,"2020-11-03"
"g70-79","Home / Hombre",7.8,2774,31.1,327,"2020-11-03"
"g80-89","Home / Hombre",4.7,1699,36.6,385,"2020-11-03"
"g90 o más","Home / Hombre",1.1,400,12.4,131,"2020-11-03"
"g0-9","Dona / Mujer",5.2,2016,0,0,"2020-11-02"
"g10-19","Dona / Mujer",8.6,3324,0.1,1,"2020-11-02"
"g20-29","Dona / Mujer",14.5,5624,0.1,1,"2020-11-02"
"g30-39","Dona / Mujer",14.7,5693,0.3,2,"2020-11-02"
"g40-49","Dona / Mujer",16.5,6406,0.6,5,"2020-11-02"
"g50-59","Dona / Mujer",14.9,5768,2,16,"2020-11-02"
"g60-69","Dona / Mujer",9.7,3755,6.5,52,"2020-11-02"
"g70-79","Dona / Mujer",7,2727,19.5,156,"2020-11-02"
"g80-89","Dona / Mujer",6.2,2418,44.6,356,"2020-11-02"
"g90 o más","Dona / Mujer",2.7,1041,26.3,210,"2020-11-02"
"g0-9","Home / Hombre",5.7,1981,0,0,"2020-11-02"
"g10-19","Home / Hombre",9.1,3159,0,0,"2020-11-02"
"g20-29","Home / Hombre",14.6,5067,0.1,1,"2020-11-02"
"g30-39","Home / Hombre",14.7,5135,0.6,6,"2020-11-02"
"g40-49","Home / Hombre",16.8,5860,1.3,14,"2020-11-02"
"g50-59","Home / Hombre",14.7,5110,4.4,46,"2020-11-02"
"g60-69","Home / Hombre",10.7,3728,13.4,140,"2020-11-02"
"g70-79","Home / Hombre",7.8,2709,31,323,"2020-11-02"
"g80-89","Home / Hombre",4.8,1675,36.7,383,"2020-11-02"
"g90 o más","Home / Hombre",1.1,392,12.5,130,"2020-11-02"
"g0-9","Dona / Mujer",5.2,1989,0,0,"2020-10-31"
"g10-19","Dona / Mujer",8.5,3272,0.1,1,"2020-10-31"
"g20-29","Dona / Mujer",14.6,5596,0.1,1,"2020-10-31"
"g30-39","Dona / Mujer",14.7,5662,0.1,1,"2020-10-31"
"g40-49","Dona / Mujer",16.5,6350,0.6,5,"2020-10-31"
"g50-59","Dona / Mujer",14.9,5735,2,16,"2020-10-31"
"g60-69","Dona / Mujer",9.7,3735,6.5,52,"2020-10-31"
"g70-79","Dona / Mujer",7,2706,19.6,156,"2020-10-31"
"g80-89","Dona / Mujer",6.2,2392,44.5,355,"2020-10-31"
"g90 o más","Dona / Mujer",2.7,1023,26.3,210,"2020-10-31"
"g0-9","Home / Hombre",5.7,1959,0,0,"2020-10-31"
"g10-19","Home / Hombre",9,3107,0,0,"2020-10-31"
"g20-29","Home / Hombre",14.6,5045,0.1,1,"2020-10-31"
"g30-39","Home / Hombre",14.8,5109,0.6,6,"2020-10-31"
"g40-49","Home / Hombre",16.8,5827,1.4,14,"2020-10-31"
"g50-59","Home / Hombre",14.7,5081,4.5,46,"2020-10-31"
"g60-69","Home / Hombre",10.7,3713,13.2,136,"2020-10-31"
"g70-79","Home / Hombre",7.8,2685,30.8,316,"2020-10-31"
"g80-89","Home / Hombre",4.8,1668,36.9,379,"2020-10-31"
"g90 o más","Home / Hombre",1.1,388,12.6,129,"2020-10-31"
"g0-9","Dona / Mujer",5.2,1989,0,0,"2020-10-31"
"g10-19","Dona / Mujer",8.5,3272,0.1,1,"2020-10-31"
"g20-29","Dona / Mujer",14.6,5596,0.1,1,"2020-10-31"
"g30-39","Dona / Mujer",14.7,5662,0.1,1,"2020-10-31"
"g40-49","Dona / Mujer",16.5,6350,0.6,5,"2020-10-31"
"g50-59","Dona / Mujer",14.9,5735,2,16,"2020-10-31"
"g60-69","Dona / Mujer",9.7,3735,6.5,52,"2020-10-31"
"g70-79","Dona / Mujer",7,2706,19.6,156,"2020-10-31"
"g80-89","Dona / Mujer",6.2,2392,44.5,355,"2020-10-31"
"g90 o más","Dona / Mujer",2.7,1023,26.3,210,"2020-10-31"
"g0-9","Home / Hombre",5.7,1959,0,0,"2020-10-31"
"g10-19","Home / Hombre",9,3107,0,0,"2020-10-31"
"g20-29","Home / Hombre",14.6,5045,0.1,1,"2020-10-31"
"g30-39","Home / Hombre",14.8,5109,0.6,6,"2020-10-31"
"g40-49","Home / Hombre",16.8,5827,1.4,14,"2020-10-31"
"g50-59","Home / Hombre",14.7,5081,4.5,46,"2020-10-31"
"g60-69","Home / Hombre",10.7,3713,13.2,136,"2020-10-31"
"g70-79","Home / Hombre",7.8,2685,30.8,316,"2020-10-31"
"g80-89","Home / Hombre",4.8,1668,36.9,379,"2020-10-31"
"g90 o más","Home / Hombre",1.1,388,12.6,129,"2020-10-31"
"g0-9","Dona / Mujer",4.9,1529,0,0,"2020-10-19"
"g10-19","Dona / Mujer",7.8,2462,0.1,1,"2020-10-19"
"g20-29","Dona / Mujer",14.5,4556,0.1,1,"2020-10-19"
"g30-39","Dona / Mujer",14.8,4647,0.1,1,"2020-10-19"
"g40-49","Dona / Mujer",16.3,5125,0.7,5,"2020-10-19"
"g50-59","Dona / Mujer",15,4691,2.1,16,"2020-10-19"
"g60-69","Dona / Mujer",9.8,3086,6.2,47,"2020-10-19"
"g70-79","Dona / Mujer",7.2,2259,20.1,152,"2020-10-19"
"g80-89","Dona / Mujer",6.7,2107,44.4,335,"2020-10-19"
"g90 o más","Dona / Mujer",2.9,913,26.1,197,"2020-10-19"
"g0-9","Home / Hombre",5.4,1517,0,0,"2020-10-19"
"g10-19","Home / Hombre",8.2,2292,0,0,"2020-10-19"
"g20-29","Home / Hombre",14.6,4092,0.1,1,"2020-10-19"
"g30-39","Home / Hombre",15,4222,0.6,6,"2020-10-19"
"g40-49","Home / Hombre",16.5,4639,0.9,9,"2020-10-19"
"g50-59","Home / Hombre",14.7,4116,4.4,43,"2020-10-19"
"g60-69","Home / Hombre",11,3087,13.5,131,"2020-10-19"
"g70-79","Home / Hombre",8.1,2285,31.5,306,"2020-10-19"
"g80-89","Home / Hombre",5.2,1456,36.5,354,"2020-10-19"
"g90 o más","Home / Hombre",1.2,348,12.5,121,"2020-10-19"
"g0-9","Dona / Mujer",4.9,1521,0,0,"2020-10-17"
"g10-19","Dona / Mujer",7.8,2424,0.1,1,"2020-10-17"
"g20-29","Dona / Mujer",14.5,4529,0.1,1,"2020-10-17"
"g30-39","Dona / Mujer",14.8,4629,0.1,1,"2020-10-17"
"g40-49","Dona / Mujer",16.3,5097,0.7,5,"2020-10-17"
"g50-59","Dona / Mujer",15,4665,2.1,16,"2020-10-17"
"g60-69","Dona / Mujer",9.9,3076,6.2,47,"2020-10-17"
"g70-79","Dona / Mujer",7.2,2246,20.2,152,"2020-10-17"
"g80-89","Dona / Mujer",6.7,2101,44.3,334,"2020-10-17"
"g90 o más","Dona / Mujer",2.9,913,26.1,197,"2020-10-17"
"g0-9","Home / Hombre",5.4,1499,0,0,"2020-10-17"
"g10-19","Home / Hombre",8.1,2266,0,0,"2020-10-17"
"g20-29","Home / Hombre",14.6,4074,0.1,1,"2020-10-17"
"g30-39","Home / Hombre",15.1,4205,0.6,6,"2020-10-17"
"g40-49","Home / Hombre",16.5,4620,0.9,9,"2020-10-17"
"g50-59","Home / Hombre",14.7,4099,4.4,43,"2020-10-17"
"g60-69","Home / Hombre",11,3080,13.5,131,"2020-10-17"
"g70-79","Home / Hombre",8.2,2276,31.6,306,"2020-10-17"
"g80-89","Home / Hombre",5.2,1450,36.4,353,"2020-10-17"
"g90 o más","Home / Hombre",1.2,348,12.4,120,"2020-10-17"
"g0-9","Dona / Mujer",4.8,1461,0,0,"2020-10-15"
"g10-19","Dona / Mujer",7.7,2323,0.1,1,"2020-10-15"
"g20-29","Dona / Mujer",14.5,4395,0.1,1,"2020-10-15"
"g30-39","Dona / Mujer",14.8,4495,0.1,1,"2020-10-15"
"g40-49","Dona / Mujer",16.3,4948,0.7,5,"2020-10-15"
"g50-59","Dona / Mujer",14.9,4522,2.1,16,"2020-10-15"
"g60-69","Dona / Mujer",9.9,2994,6.2,47,"2020-10-15"
"g70-79","Dona / Mujer",7.2,2182,20.2,152,"2020-10-15"
"g80-89","Dona / Mujer",6.8,2060,44.4,334,"2020-10-15"
"g90 o más","Dona / Mujer",3,911,26,196,"2020-10-15"
"g0-9","Home / Hombre",5.3,1432,0,0,"2020-10-15"
"g10-19","Home / Hombre",8,2178,0,0,"2020-10-15"
"g20-29","Home / Hombre",14.6,3941,0.1,1,"2020-10-15"
"g30-39","Home / Hombre",15.1,4091,0.6,6,"2020-10-15"
"g40-49","Home / Hombre",16.5,4464,0.9,9,"2020-10-15"
"g50-59","Home / Hombre",14.7,3966,4.5,43,"2020-10-15"
"g60-69","Home / Hombre",11.1,3008,13.3,128,"2020-10-15"
"g70-79","Home / Hombre",8.2,2223,31.6,304,"2020-10-15"
"g80-89","Home / Hombre",5.2,1414,36.6,352,"2020-10-15"
"g90 o más","Home / Hombre",1.3,344,12.4,119,"2020-10-15"
"g0-9","Dona / Mujer",4.8,1403,0,0,"2020-10-12"
"g10-19","Dona / Mujer",7.6,2230,0.1,1,"2020-10-12"
"g20-29","Dona / Mujer",14.5,4260,0.1,1,"2020-10-12"
"g30-39","Dona / Mujer",14.9,4367,0.1,1,"2020-10-12"
"g40-49","Dona / Mujer",16.3,4796,0.7,5,"2020-10-12"
"g50-59","Dona / Mujer",14.9,4384,2.2,16,"2020-10-12"
"g60-69","Dona / Mujer",9.9,2906,6.3,47,"2020-10-12"
"g70-79","Dona / Mujer",7.2,2110,20,149,"2020-10-12"
"g80-89","Dona / Mujer",6.9,2022,44.5,331,"2020-10-12"
"g90 o más","Dona / Mujer",3.1,900,25.9,193,"2020-10-12"
"g0-9","Home / Hombre",5.3,1373,0,0,"2020-10-12"
"g10-19","Home / Hombre",8,2094,0,0,"2020-10-12"
"g20-29","Home / Hombre",14.6,3808,0.1,1,"2020-10-12"
"g30-39","Home / Hombre",15.1,3954,0.6,6,"2020-10-12"
"g40-49","Home / Hombre",16.3,4271,0.8,8,"2020-10-12"
"g50-59","Home / Hombre",14.7,3833,4.5,43,"2020-10-12"
"g60-69","Home / Hombre",11.2,2916,13.2,125,"2020-10-12"
"g70-79","Home / Hombre",8.3,2160,31.7,300,"2020-10-12"
"g80-89","Home / Hombre",5.3,1389,36.5,345,"2020-10-12"
"g90 o más","Home / Hombre",1.3,337,12.5,118,"2020-10-12"
"g0-9","Dona / Mujer",4.7,1328,0,0,"2020-10-06"
"g10-19","Dona / Mujer",7.4,2081,0.1,1,"2020-10-06"
"g20-29","Dona / Mujer",14.5,4071,0.1,1,"2020-10-06"
"g30-39","Dona / Mujer",14.9,4205,0.1,1,"2020-10-06"
"g40-49","Dona / Mujer",16.3,4596,0.7,5,"2020-10-06"
"g50-59","Dona / Mujer",15,4226,2.2,16,"2020-10-06"
"g60-69","Dona / Mujer",9.9,2794,6.4,47,"2020-10-06"
"g70-79","Dona / Mujer",7.2,2036,19.9,146,"2020-10-06"
"g80-89","Dona / Mujer",6.9,1933,44.6,328,"2020-10-06"
"g90 o más","Dona / Mujer",3.1,863,25.9,190,"2020-10-06"
"g0-9","Home / Hombre",5.2,1300,0,0,"2020-10-06"
"g10-19","Home / Hombre",7.7,1936,0,0,"2020-10-06"
"g20-29","Home / Hombre",14.6,3652,0.1,1,"2020-10-06"
"g30-39","Home / Hombre",15.1,3773,0.6,6,"2020-10-06"
"g40-49","Home / Hombre",16.3,4080,0.9,8,"2020-10-06"
"g50-59","Home / Hombre",14.7,3673,4.6,43,"2020-10-06"
"g60-69","Home / Hombre",11.2,2802,13.2,124,"2020-10-06"
"g70-79","Home / Hombre",8.4,2096,31.8,299,"2020-10-06"
"g80-89","Home / Hombre",5.4,1347,36.2,340,"2020-10-06"
"g90 o más","Home / Hombre",1.3,330,12.6,118,"2020-10-06"
"g0-9","Dona / Mujer",4.6,1217,0,0,"2020-09-30"
"g10-19","Dona / Mujer",7,1858,0.1,1,"2020-09-30"
"g20-29","Dona / Mujer",14.4,3825,0,0,"2020-09-30"
"g30-39","Dona / Mujer",15.1,4008,0.1,1,"2020-09-30"
"g40-49","Dona / Mujer",16.2,4320,0.7,5,"2020-09-30"
"g50-59","Dona / Mujer",15.3,4061,2.2,16,"2020-09-30"
"g60-69","Dona / Mujer",10,2655,6.3,46,"2020-09-30"
"g70-79","Dona / Mujer",7.3,1947,19.8,144,"2020-09-30"
"g80-89","Dona / Mujer",7.1,1882,44.8,326,"2020-09-30"
"g90 o más","Dona / Mujer",3.2,849,26,189,"2020-09-30"
"g0-9","Home / Hombre",5,1181,0,0,"2020-09-30"
"g10-19","Home / Hombre",7.4,1734,0,0,"2020-09-30"
"g20-29","Home / Hombre",14.5,3409,0.1,1,"2020-09-30"
"g30-39","Home / Hombre",15.2,3557,0.7,6,"2020-09-30"
"g40-49","Home / Hombre",16.3,3818,0.9,8,"2020-09-30"
"g50-59","Home / Hombre",14.8,3467,4.5,41,"2020-09-30"
"g60-69","Home / Hombre",11.4,2667,13.3,122,"2020-09-30"
"g70-79","Home / Hombre",8.6,2009,32.1,294,"2020-09-30"
"g80-89","Home / Hombre",5.5,1301,35.7,327,"2020-09-30"
"g90 o más","Home / Hombre",1.4,320,12.7,116,"2020-09-30"
"g0-9","Dona / Mujer",4.5,1189,0,0,"2020-09-29"
"g10-19","Dona / Mujer",6.9,1828,0.1,1,"2020-09-29"
"g20-29","Dona / Mujer",14.3,3764,0,0,"2020-09-29"
"g30-39","Dona / Mujer",15,3955,0.1,1,"2020-09-29"
"g40-49","Dona / Mujer",16.2,4266,0.7,5,"2020-09-29"
"g50-59","Dona / Mujer",15.3,4021,2.2,16,"2020-09-29"
"g60-69","Dona / Mujer",10,2639,6.3,46,"2020-09-29"
"g70-79","Dona / Mujer",7.3,1928,19.7,143,"2020-09-29"
"g80-89","Dona / Mujer",7.1,1873,44.8,325,"2020-09-29"
"g90 o más","Dona / Mujer",3.2,842,25.9,188,"2020-09-29"
"g0-9","Home / Hombre",5,1159,0,0,"2020-09-29"
"g10-19","Home / Hombre",7.4,1702,0,0,"2020-09-29"
"g20-29","Home / Hombre",14.5,3364,0.1,1,"2020-09-29"
"g30-39","Home / Hombre",15.2,3507,0.7,6,"2020-09-29"
"g40-49","Home / Hombre",16.2,3747,0.9,8,"2020-09-29"
"g50-59","Home / Hombre",14.8,3422,4.5,41,"2020-09-29"
"g60-69","Home / Hombre",11.4,2635,13.4,122,"2020-09-29"
"g70-79","Home / Hombre",8.6,1997,32.1,293,"2020-09-29"
"g80-89","Home / Hombre",5.6,1293,35.7,326,"2020-09-29"
"g90 o más","Home / Hombre",1.4,319,12.6,115,"2020-09-29"
"g0-9","Dona / Mujer",4.5,1149,0,0,"2020-09-28"
"g10-19","Dona / Mujer",6.8,1759,0.1,1,"2020-09-28"
"g20-29","Dona / Mujer",14.3,3686,0,0,"2020-09-28"
"g30-39","Dona / Mujer",15,3865,0.1,1,"2020-09-28"
"g40-49","Dona / Mujer",16.3,4203,0.7,5,"2020-09-28"
"g50-59","Dona / Mujer",15.3,3959,2.2,16,"2020-09-28"
"g60-69","Dona / Mujer",10,2588,6.4,46,"2020-09-28"
"g70-79","Dona / Mujer",7.4,1903,19.7,142,"2020-09-28"
"g80-89","Dona / Mujer",7.2,1859,44.7,322,"2020-09-28"
"g90 o más","Dona / Mujer",3.2,838,26,187,"2020-09-28"
"g0-9","Home / Hombre",4.9,1121,0,0,"2020-09-28"
"g10-19","Home / Hombre",7.3,1647,0,0,"2020-09-28"
"g20-29","Home / Hombre",14.5,3299,0.1,1,"2020-09-28"
"g30-39","Home / Hombre",15.1,3434,0.7,6,"2020-09-28"
"g40-49","Home / Hombre",16.2,3671,0.9,8,"2020-09-28"
"g50-59","Home / Hombre",14.8,3352,4.5,41,"2020-09-28"
"g60-69","Home / Hombre",11.4,2592,13.4,122,"2020-09-28"
"g70-79","Home / Hombre",8.7,1979,32.2,293,"2020-09-28"
"g80-89","Home / Hombre",5.7,1285,35.7,325,"2020-09-28"
"g90 o más","Home / Hombre",1.4,315,12.5,114,"2020-09-28"
"g0-9","Dona / Mujer",4.4,1134,0,0,"2020-09-26"
"g10-19","Dona / Mujer",6.8,1729,0.1,1,"2020-09-26"
"g20-29","Dona / Mujer",14.2,3641,0,0,"2020-09-26"
"g30-39","Dona / Mujer",15,3829,0.1,1,"2020-09-26"
"g40-49","Dona / Mujer",16.3,4166,0.7,5,"2020-09-26"
"g50-59","Dona / Mujer",15.4,3932,2.2,16,"2020-09-26"
"g60-69","Dona / Mujer",10,2569,6.4,46,"2020-09-26"
"g70-79","Dona / Mujer",7.4,1889,19.7,142,"2020-09-26"
"g80-89","Dona / Mujer",7.2,1843,44.7,322,"2020-09-26"
"g90 o más","Dona / Mujer",3.3,834,26,187,"2020-09-26"
"g0-9","Home / Hombre",4.9,1102,0,0,"2020-09-26"
"g10-19","Home / Hombre",7.2,1619,0,0,"2020-09-26"
"g20-29","Home / Hombre",14.5,3254,0.1,1,"2020-09-26"
"g30-39","Home / Hombre",15.1,3401,0.7,6,"2020-09-26"
"g40-49","Home / Hombre",16.2,3628,0.9,8,"2020-09-26"
"g50-59","Home / Hombre",14.8,3321,4.4,40,"2020-09-26"
"g60-69","Home / Hombre",11.5,2574,13.5,122,"2020-09-26"
"g70-79","Home / Hombre",8.8,1969,32.2,291,"2020-09-26"
"g80-89","Home / Hombre",5.7,1276,35.8,324,"2020-09-26"
"g90 o más","Home / Hombre",1.4,314,12.5,113,"2020-09-26"
"g0-9","Dona / Mujer",4.3,1062,0,0,"2020-09-23"
"g10-19","Dona / Mujer",6.6,1628,0.1,1,"2020-09-23"
"g20-29","Dona / Mujer",14.2,3470,0,0,"2020-09-23"
"g30-39","Dona / Mujer",14.9,3658,0.1,1,"2020-09-23"
"g40-49","Dona / Mujer",16.2,3972,0.7,5,"2020-09-23"
"g50-59","Dona / Mujer",15.4,3764,2.3,16,"2020-09-23"
"g60-69","Dona / Mujer",10.2,2487,6.3,45,"2020-09-23"
"g70-79","Dona / Mujer",7.5,1829,19.7,140,"2020-09-23"
"g80-89","Dona / Mujer",7.3,1799,44.9,319,"2020-09-23"
"g90 o más","Dona / Mujer",3.4,826,25.9,184,"2020-09-23"
"g0-9","Home / Hombre",4.7,1014,0,0,"2020-09-23"
"g10-19","Home / Hombre",7.1,1524,0,0,"2020-09-23"
"g20-29","Home / Hombre",14.4,3096,0.1,1,"2020-09-23"
"g30-39","Home / Hombre",15.1,3253,0.7,6,"2020-09-23"
"g40-49","Home / Hombre",16.1,3462,0.9,8,"2020-09-23"
"g50-59","Home / Hombre",14.7,3165,4.5,40,"2020-09-23"
"g60-69","Home / Hombre",11.6,2499,13.6,122,"2020-09-23"
"g70-79","Home / Hombre",8.9,1917,32.1,288,"2020-09-23"
"g80-89","Home / Hombre",5.8,1238,35.7,321,"2020-09-23"
"g90 o más","Home / Hombre",1.4,311,12.5,112,"2020-09-23"
"g0-9","Dona / Mujer",4.3,1030,0,0,"2020-09-22"
"g10-19","Dona / Mujer",6.6,1588,0.1,1,"2020-09-22"
"g20-29","Dona / Mujer",14.2,3419,0,0,"2020-09-22"
"g30-39","Dona / Mujer",14.9,3601,0.1,1,"2020-09-22"
"g40-49","Dona / Mujer",16.2,3913,0.7,5,"2020-09-22"
"g50-59","Dona / Mujer",15.4,3712,2.3,16,"2020-09-22"
"g60-69","Dona / Mujer",10.2,2457,6.4,45,"2020-09-22"
"g70-79","Dona / Mujer",7.5,1810,19.5,137,"2020-09-22"
"g80-89","Dona / Mujer",7.4,1786,44.9,316,"2020-09-22"
